id,item_id,item_amount,item_ingredient_0,amount_ingredient_0,item_ingredient_1,amount_ingredient_1,item_ingredient_2,amount_ingredient_2,item_ingredient_3,amount_ingredient_3,item_ingredient_4,amount_ingredient_4,item_ingredient_5,amount_ingredient_5,item_ingredient_6,amount_ingredient_6,item_ingredient_7,amount_ingredient_7
41,2343,1,5056,1,5325,1,5364,1,5483,1,0,0,0,0,2,1,5,1
42,2369,1,5056,1,5071,1,5364,1,0,0,0,0,0,0,2,1,5,1
43,5057,1,5111,3,0,0,0,0,0,0,0,0,0,0,2,1,-1,0
44,2522,1,2520,1,5276,1,5352,1,0,0,0,0,0,0,2,1,5,1
45,1607,1,1602,1,5063,2,0,0,0,0,0,0,0,0,2,1,5,1
46,2317,1,2316,1,5091,2,0,0,0,0,0,0,0,0,2,1,5,1
47,1686,1,1684,1,5063,1,0,0,0,0,0,0,0,0,2,1,5,1
48,1754,1,5057,2,5364,1,0,0,0,0,0,0,0,0,2,1,5,1
49,2548,1,5057,1,5364,1,0,0,0,0,0,0,0,0,2,1,5,1
50,1756,1,5057,2,5367,1,5276,1,0,0,0,0,0,0,2,1,5,1
51,5092,1,5057,1,0,0,0,0,0,0,0,0,0,0,2,1,-1,0
52,2344,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,2,1,5,1
53,2395,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,2,1,5,1
54,2370,1,5057,1,5367,1,0,0,0,0,0,0,0,0,2,1,5,1
55,2433,1,5057,1,5367,1,4856,1,0,0,0,0,0,0,2,1,5,1
56,2549,1,5057,1,5367,1,0,0,0,0,0,0,0,0,2,1,5,1
57,2420,1,5057,1,5364,1,5259,1,0,0,0,0,0,0,2,1,5,1
58,2536,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,2,1,5,1
59,1609,1,1603,1,5063,1,5277,1,0,0,0,0,0,0,2,1,5,1
60,2523,1,5057,1,5325,1,5364,1,0,0,0,0,0,0,2,1,5,1
61,2318,1,5057,1,5092,1,5364,1,0,0,0,0,0,0,2,1,5,1
62,2331,1,5057,1,5367,1,5483,1,0,0,0,0,0,0,2,1,5,1
63,1611,1,1607,1,5277,1,0,0,0,0,0,0,0,0,2,1,5,1
64,2510,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,2,2,5,1
65,2562,1,5057,1,5367,1,5259,1,0,0,0,0,0,0,2,2,5,1
66,2484,1,5057,2,5367,1,0,0,0,0,0,0,0,0,2,2,5,1
67,1758,1,1754,1,5057,1,5063,1,0,0,0,0,0,0,2,2,5,1
68,2345,1,5057,1,5325,1,5368,1,0,0,0,0,0,0,2,2,5,1
69,2396,1,5057,1,5092,1,5368,1,0,0,0,0,0,0,2,2,5,1
70,2371,1,5057,1,5368,1,0,0,0,0,0,0,0,0,2,2,5,1
71,2358,1,5057,2,5277,1,0,0,0,0,0,0,0,0,2,2,5,1
72,2383,1,5057,1,5092,1,4856,1,0,0,0,0,0,0,2,2,5,1
73,2524,1,5057,1,5325,1,5367,1,0,0,0,0,0,0,2,2,5,1
74,1614,1,5057,2,5367,1,5277,1,0,0,0,0,0,0,2,2,5,1
75,2537,1,5057,1,5367,1,5504,1,0,0,0,0,0,0,2,2,5,1
76,2434,1,5057,1,5368,1,4856,1,0,0,0,0,0,0,2,2,5,1
77,1694,1,5072,1,5057,1,5277,1,0,0,0,0,0,0,2,2,5,1
78,1764,1,5057,2,5368,1,4856,1,0,0,0,0,0,0,2,2,5,2
79,2550,1,2549,1,5063,1,4856,1,0,0,0,0,0,0,2,2,5,2
80,2319,1,5057,1,5092,1,5367,1,0,0,0,0,0,0,2,2,5,2
81,2332,1,5057,1,5368,1,5484,1,0,0,0,0,0,0,2,2,5,2
82,2485,1,5057,2,5368,1,0,0,0,0,0,0,0,0,2,2,5,2
83,2421,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,2,2,5,2
84,1622,1,5057,1,5277,1,5435,1,0,0,0,0,0,0,2,2,5,2
85,2511,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,2,2,5,2
86,2563,1,5057,1,5368,1,5259,1,0,0,0,0,0,0,2,2,5,2
87,5058,1,5528,1,5111,2,0,0,0,0,0,0,0,0,2,2,-1,0
88,2397,1,2396,1,5092,1,5063,1,0,0,0,0,0,0,2,2,5,2
89,2372,1,5057,1,5072,1,5371,1,0,0,0,0,0,0,2,2,5,2
90,2346,1,5057,1,5325,1,5371,1,4856,1,0,0,0,0,2,2,5,2
91,1766,1,1758,1,5057,1,5064,1,0,0,0,0,0,0,2,2,5,2
92,2359,1,5057,2,5280,1,0,0,0,0,0,0,0,0,2,3,5,2
93,2384,1,5057,1,5092,1,5484,1,0,0,0,0,0,0,2,3,5,2
94,2525,1,5057,1,5072,1,5371,1,5277,1,0,0,0,0,2,3,5,2
95,1625,1,5058,1,5371,1,5444,1,0,0,0,0,0,0,2,3,5,2
96,2320,1,5057,1,5092,1,5371,1,5063,1,0,0,0,0,2,3,5,2
97,1769,1,5058,3,5371,1,5280,1,0,0,0,0,0,0,2,3,5,2
98,5093,1,5058,1,0,0,0,0,0,0,0,0,0,0,2,3,-1,0
99,2422,1,5057,1,5371,1,5259,1,0,0,0,0,0,0,2,3,5,2
100,2551,1,5057,1,5371,1,5359,1,0,0,0,0,0,0,2,3,5,2
101,2347,1,2346,1,5057,1,4856,1,0,0,0,0,0,0,2,3,5,2
102,1699,1,5073,1,5058,1,5371,1,5504,1,0,0,0,0,2,3,5,2
103,2373,1,2372,1,5371,1,5280,1,0,0,0,0,0,0,2,3,5,2
104,2398,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,2,3,5,3
105,2526,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,2,3,5,3
106,2539,1,5058,1,5371,1,5504,1,0,0,0,0,0,0,2,3,5,3
107,2423,1,2422,1,5259,1,5064,1,0,0,0,0,0,0,2,3,5,3
108,2321,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,2,3,5,3
109,2436,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,2,3,5,3
110,2334,1,5058,1,5371,1,5484,1,0,0,0,0,0,0,2,3,5,3
111,1633,1,5058,2,5371,1,5260,1,0,0,0,0,0,0,2,3,5,3
112,2513,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,2,3,5,3
113,1776,1,5058,2,5405,1,5444,1,5504,1,0,0,0,0,2,3,5,3
114,2487,1,5058,2,5371,1,0,0,0,0,0,0,0,0,2,3,5,3
115,2348,1,5058,1,5326,1,5371,1,0,0,0,0,0,0,2,3,5,3
116,2399,1,5058,1,5093,1,5371,1,0,0,0,0,0,0,2,3,5,3
117,2565,1,5058,1,5371,1,5260,1,0,0,0,0,0,0,2,4,5,3
118,2540,1,2539,1,5504,1,5282,1,0,0,0,0,0,0,2,4,5,3
119,2553,1,5058,1,5368,1,5359,1,0,0,0,0,0,0,2,4,5,3
120,2527,1,5058,1,5073,1,5373,1,5326,1,0,0,0,0,2,4,5,3
121,2361,1,5058,2,5280,1,0,0,0,0,0,0,0,0,2,4,5,3
122,2374,1,5058,1,5373,1,0,0,0,0,0,0,0,0,2,4,5,3
123,2349,1,5058,1,5326,1,5373,1,5485,1,0,0,0,0,2,4,5,3
124,2552,1,5058,1,5373,1,0,0,0,0,0,0,0,0,2,4,5,3
125,2386,1,5058,1,5093,1,5485,1,0,0,0,0,0,0,2,4,5,3
126,2322,1,5058,1,5093,1,5373,1,0,0,0,0,0,0,2,4,5,3
127,1778,1,5058,2,5373,1,5057,1,0,0,0,0,0,0,2,4,5,3
128,2514,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,2,4,5,3
129,2488,1,2487,1,5371,1,0,0,0,0,0,0,0,0,2,4,5,3
130,2566,1,2565,1,5260,1,5282,1,0,0,0,0,0,0,2,4,5,3
131,2424,1,5058,1,5373,1,5260,1,0,0,0,0,0,0,2,4,5,4
132,2335,1,2334,1,5282,1,5485,1,0,0,0,0,0,0,2,4,5,4
133,2437,1,2436,1,5280,1,5485,1,0,0,0,0,0,0,2,4,5,4
134,1639,1,5058,2,5371,1,5504,1,0,0,0,0,0,0,2,4,5,4
135,5065,1,5114,3,0,0,0,0,0,0,0,0,0,0,2,4,-1,0
136,2528,1,5065,1,5327,1,5373,1,5360,1,0,0,0,0,2,4,5,4
137,1643,1,5065,1,5373,1,5444,1,0,0,0,0,0,0,2,4,5,4
138,2554,1,5065,1,5373,1,5063,1,0,0,0,0,0,0,2,4,5,4
139,5099,1,5065,1,0,0,0,0,0,0,0,0,0,0,2,5,-1,0
140,1781,1,5058,3,5373,1,5282,1,5065,1,0,0,0,0,2,5,5,4
141,1711,1,5079,1,5065,1,5373,1,5504,1,0,0,0,0,2,5,5,4
142,2425,1,5065,1,5373,1,5260,1,0,0,0,0,0,0,2,5,5,4
143,2323,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,2,5,5,4
144,2400,1,5065,1,5099,1,5373,1,0,0,0,0,0,0,2,5,5,4
145,1786,1,5065,2,5371,1,5066,1,5058,1,0,0,0,0,2,5,5,4
146,2439,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,2,5,5,4
147,2337,1,5065,1,5373,1,5485,1,0,0,0,0,0,0,2,5,5,4
148,2363,1,5065,2,5282,1,0,0,0,0,0,0,0,0,2,5,5,4
149,2516,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,2,5,5,4
150,2568,1,5065,1,5374,1,5262,1,0,0,0,0,0,0,2,5,5,4
151,2490,1,5065,2,5374,1,0,0,0,0,0,0,0,0,2,5,5,4
152,2542,1,5065,1,5373,1,5505,1,0,0,0,0,0,0,2,5,5,4
153,5059,1,5116,2,5111,1,0,0,0,0,0,0,0,0,2,5,-1,0
154,2388,1,5065,1,5099,1,5485,1,0,0,0,0,0,0,2,5,5,5
155,5094,1,5059,1,0,0,0,0,0,0,0,0,0,0,2,5,-1,0
156,1657,1,5059,2,5373,1,5282,1,5066,1,0,0,0,0,2,5,5,5
157,1723,1,5059,2,5282,1,0,0,0,0,0,0,0,0,2,5,5,5
158,1659,1,5059,2,5436,1,5262,1,0,0,0,0,0,0,2,5,5,5
159,1796,1,5059,2,5414,1,5505,1,0,0,0,0,0,0,2,5,5,5
160,1801,1,5059,2,5374,1,5196,1,5058,1,0,0,0,0,2,6,5,5
161,2352,1,2351,1,5376,1,5282,1,5486,1,0,0,0,0,2,6,5,5
162,2325,1,5059,1,5094,1,5376,1,0,0,0,0,0,0,2,6,5,5
163,2427,1,5059,1,5066,1,5376,1,5262,1,0,0,0,0,2,6,5,5
164,2402,1,5059,1,5094,1,5376,1,5183,1,5066,1,0,0,2,6,5,5
165,2377,1,5059,1,5074,1,5376,1,5094,1,0,0,0,0,2,6,5,5
166,2530,1,5059,1,5074,1,5376,1,5282,1,0,0,0,0,2,6,5,6
167,2556,1,5059,1,5376,1,5282,1,5436,1,5322,1,0,0,2,6,5,6
168,1663,1,5059,2,5374,1,5505,1,5465,1,0,0,0,0,2,6,5,6
169,1733,1,5074,1,5059,1,5374,1,5505,1,5063,1,0,0,2,6,5,6
170,5056,1,5106,2,5107,1,0,0,0,0,0,0,0,0,3,1,-1,0
171,5091,1,5056,1,0,0,0,0,0,0,0,0,0,0,3,1,-1,0
172,5081,1,5056,1,0,0,0,0,0,0,0,0,0,0,3,1,-1,0
173,5071,1,5056,2,0,0,0,0,0,0,0,0,0,0,3,1,-1,0
174,2468,1,5071,1,5091,1,0,0,0,0,0,0,0,0,3,1,5,1
175,2494,1,5071,1,5361,1,0,0,0,0,0,0,0,0,3,1,5,1
176,2226,1,5071,2,5361,1,0,0,0,0,0,0,0,0,3,1,5,1
177,3011,1,5081,3,5324,1,0,0,0,0,0,0,0,0,3,1,5,1
178,3767,1,5071,1,5081,1,5275,1,0,0,0,0,0,0,3,1,5,1
179,2656,1,5071,1,5081,1,5275,1,0,0,0,0,0,0,3,1,5,1
180,2662,1,5071,1,5056,1,5091,1,0,0,0,0,0,0,3,1,5,1
181,3540,1,5071,1,5091,1,5275,1,0,0,0,0,0,0,3,1,5,1
182,2469,1,5071,1,5091,1,5062,1,0,0,0,0,0,0,3,1,5,1
183,2664,1,5071,1,5091,1,5062,1,0,0,0,0,0,0,3,1,5,1
184,2230,1,5071,2,5091,3,0,0,0,0,0,0,0,0,3,1,5,1
185,2495,1,5071,1,5364,1,0,0,0,0,0,0,0,0,3,1,5,1
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1
187,3026,1,5071,2,5081,1,0,0,0,0,0,0,0,0,3,1,5,1
188,2673,1,5071,2,5081,1,0,0,0,0,0,0,0,0,3,1,5,1
189,5057,1,5111,3,0,0,0,0,0,0,0,0,0,0,3,1,-1,0
190,3775,1,5071,2,5081,1,5276,1,0,0,0,0,0,0,3,1,5,1
191,5092,1,5057,1,0,0,0,0,0,0,0,0,0,0,3,1,-1,0
192,5072,1,5057,2,0,0,0,0,0,0,0,0,0,0,3,1,-1,0
193,3544,1,5071,2,5092,1,0,0,0,0,0,0,0,0,3,1,5,1
194,5082,1,5057,1,0,0,0,0,0,0,0,0,0,0,3,1,-1,0
195,2231,1,5071,1,5056,1,5092,1,0,0,0,0,0,0,3,1,5,1
196,2496,1,5072,1,5364,1,0,0,0,0,0,0,0,0,3,1,5,1
197,2470,1,2469,1,5091,1,5063,1,0,0,0,0,0,0,3,1,5,1
198,2680,1,2664,1,5062,1,5063,1,0,0,0,0,0,0,3,1,5,1
199,3550,1,3540,1,5091,1,5275,1,5063,1,0,0,0,0,3,1,5,1
200,2236,1,5072,2,5367,1,0,0,0,0,0,0,0,0,3,1,5,1
201,2471,1,5072,1,5091,1,0,0,0,0,0,0,0,0,3,1,5,1
202,2497,1,5072,1,5367,1,0,0,0,0,0,0,0,0,3,1,5,1
203,3793,1,5072,2,5081,1,5276,1,0,0,0,0,0,0,3,1,5,1
204,2708,1,5072,1,5057,1,5092,1,0,0,0,0,0,0,3,1,5,1
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1
206,3563,1,5072,2,5082,1,0,0,0,0,0,0,0,0,3,1,5,1
207,3045,1,5072,2,5082,1,0,0,0,0,0,0,0,0,3,1,5,1
208,2712,1,5072,2,5082,1,0,0,0,0,0,0,0,0,3,1,5,1
209,2239,1,2231,1,5056,1,5092,1,0,0,0,0,0,0,3,1,5,1
210,3557,1,5072,1,5277,2,0,0,0,0,0,0,0,0,3,2,5,1
211,2241,1,5072,2,5998,1,0,0,0,0,0,0,0,0,3,2,5,1
212,2723,1,5072,2,5092,1,5277,1,0,0,0,0,0,0,3,2,5,1
213,3802,1,5057,1,5277,1,5319,1,0,0,0,0,0,0,3,2,5,1
214,2472,1,5072,1,5092,1,0,0,0,0,0,0,0,0,3,2,5,1
215,3804,1,5072,2,5057,1,5277,1,0,0,0,0,0,0,3,2,5,1
216,3574,1,5072,1,5057,1,5277,1,0,0,0,0,0,0,3,2,5,1
217,3057,1,5072,1,5277,2,5064,1,0,0,0,0,0,0,3,2,5,1
218,2498,1,5072,1,5368,1,0,0,0,0,0,0,0,0,3,2,5,1
219,2725,1,2708,1,5092,1,5063,1,0,0,0,0,0,0,3,2,5,2
220,2242,1,5072,2,5092,3,0,0,0,0,0,0,0,0,3,2,5,2
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2
222,3068,1,5072,4,5063,1,0,0,0,0,0,0,0,0,3,2,5,2
223,3579,1,5072,3,5082,1,0,0,0,0,0,0,0,0,3,2,5,2
224,3352,1,5057,3,5082,2,5277,1,0,0,0,0,0,0,3,2,5,2
225,5058,1,5528,1,5111,2,0,0,0,0,0,0,0,0,3,2,-1,0
226,2473,1,2472,1,5092,1,5063,1,0,0,0,0,0,0,3,2,5,2
227,5073,1,5058,2,0,0,0,0,0,0,0,0,0,0,3,3,-1,0
228,5093,1,5058,1,0,0,0,0,0,0,0,0,0,0,3,3,-1,0
229,2248,1,5072,3,5092,1,0,0,0,0,0,0,0,0,3,3,5,2
230,2499,1,5073,1,5368,1,5528,1,0,0,0,0,0,0,3,3,5,2
231,5083,1,5058,1,0,0,0,0,0,0,0,0,0,0,3,3,-1,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2
233,3096,1,5083,3,5326,1,0,0,0,0,0,0,0,0,3,3,5,2
234,2753,1,5072,1,5058,1,5093,1,5073,1,0,0,0,0,3,3,5,2
235,2474,1,5073,1,5093,1,0,0,0,0,0,0,0,0,3,3,5,2
236,2500,1,5073,1,5367,1,0,0,0,0,0,0,0,0,3,3,5,2
237,3599,1,5073,2,5083,1,5280,1,5063,1,0,0,0,0,3,3,5,3
238,3102,1,5073,2,5082,1,5063,1,0,0,0,0,0,0,3,3,5,3
239,3825,1,5073,2,5083,1,5280,1,5063,1,0,0,0,0,3,3,5,3
240,2755,1,5073,2,5082,1,5063,1,0,0,0,0,0,0,3,3,5,3
241,3833,1,5073,1,5277,1,5320,1,0,0,0,0,0,0,3,3,5,3
242,3586,1,5073,1,5277,2,0,0,0,0,0,0,0,0,3,3,5,3
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3
244,2257,1,5073,1,5058,2,5371,1,0,0,0,0,0,0,3,3,5,3
245,2765,1,5073,2,5093,1,5280,1,0,0,0,0,0,0,3,3,5,3
246,3835,1,5073,2,5058,1,5277,1,0,0,0,0,0,0,3,3,5,3
247,3605,1,5073,1,5058,1,5280,1,0,0,0,0,0,0,3,3,5,3
248,3118,1,5073,1,5277,2,5064,1,0,0,0,0,0,0,3,3,5,3
249,2260,1,2231,1,5064,1,5092,1,0,0,0,0,0,0,3,4,5,3
250,2501,1,5073,1,5371,1,0,0,0,0,0,0,0,0,3,4,5,3
251,2475,1,5073,1,5093,1,5064,1,5198,1,0,0,0,0,3,4,5,3
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3
253,3127,1,5073,4,5063,1,0,0,0,0,0,0,0,0,3,4,5,3
254,3614,1,5073,3,5083,1,0,0,0,0,0,0,0,0,3,4,5,3
255,2262,1,2242,1,5092,2,5280,1,0,0,0,0,0,0,3,4,5,3
256,3386,1,5058,3,5083,2,5282,1,0,0,0,0,0,0,3,4,5,3
257,3847,1,5282,1,5073,1,5093,1,5318,1,0,0,0,0,3,4,5,3
258,2786,1,5072,1,5073,1,5093,1,5058,1,0,0,0,0,3,4,5,3
259,3619,1,5072,1,5073,1,5093,1,5282,1,0,0,0,0,3,4,5,3
260,5065,1,5114,3,0,0,0,0,0,0,0,0,0,0,3,4,-1,0
261,2502,1,5073,1,5373,1,0,0,0,0,0,0,0,0,3,4,5,4
262,5089,1,5065,1,0,0,0,0,0,0,0,0,0,0,3,4,-1,0
263,5099,1,5065,1,0,0,0,0,0,0,0,0,0,0,3,4,-1,0
264,2268,1,5073,1,5093,1,5057,2,5998,1,0,0,0,0,3,4,5,4
265,5079,1,5065,2,0,0,0,0,0,0,0,0,0,0,3,4,-1,0
266,3142,1,5436,1,5282,2,5058,1,0,0,0,0,0,0,3,5,5,4
267,2802,1,5079,2,5099,1,5282,1,0,0,0,0,0,0,3,5,5,4
268,2476,1,5079,1,5099,1,5058,1,5201,1,0,0,0,0,3,5,5,4
269,3858,1,5079,1,5282,1,5065,1,5321,1,0,0,0,0,3,5,5,4
270,2817,1,5073,1,5079,1,5099,1,5065,1,0,0,0,0,3,5,5,4
271,3861,1,5284,1,5079,1,5099,1,5056,1,5321,1,0,0,3,5,5,5
272,2819,1,5079,1,5099,1,5277,1,0,0,0,0,0,0,3,5,5,5
273,5059,1,5116,2,5111,1,0,0,0,0,0,0,0,0,3,5,-1,0
274,3623,1,5079,1,5282,1,5284,1,0,0,0,0,0,0,3,5,5,4
275,3868,1,5079,1,5089,2,5277,1,5321,1,0,0,0,0,3,5,5,5
276,2827,1,5079,1,5089,2,5277,1,0,0,0,0,0,0,3,5,5,5
277,3174,1,5089,3,5328,1,5073,1,5277,1,0,0,0,0,3,5,5,5
278,5074,1,5059,2,0,0,0,0,0,0,0,0,0,0,3,5,-1,0
279,5084,1,5059,1,0,0,0,0,0,0,0,0,0,0,3,5,-1,0
280,3642,1,5073,1,5079,1,5099,1,5284,1,0,0,0,0,3,5,5,5
281,2503,1,5074,1,5374,1,0,0,0,0,0,0,0,0,3,5,5,5
282,5094,1,5059,1,0,0,0,0,0,0,0,0,0,0,3,5,-1,0
283,2830,1,2802,1,5099,1,5284,1,0,0,0,0,0,0,3,5,5,5
284,3654,1,5074,2,5282,1,5285,1,0,0,0,0,0,0,3,5,5,5
285,3883,1,5074,1,5285,1,5059,1,5322,1,0,0,0,0,3,6,5,5
286,2850,1,5074,2,5094,1,5285,1,0,0,0,0,0,0,3,6,5,5
287,3183,1,5458,1,5282,1,5285,1,5059,1,0,0,0,0,3,6,5,5
288,2859,1,5073,1,5074,1,5094,1,5059,1,0,0,0,0,3,6,5,5
289,3887,1,5285,1,5074,1,5094,1,5063,1,5322,1,0,0,3,6,5,5
290,3670,1,5073,1,5074,1,5094,1,5285,1,0,0,0,0,3,6,5,6
291,2861,1,5074,2,5094,1,5282,1,0,0,0,0,0,0,3,6,5,6
292,2294,1,5074,3,5094,1,5057,1,0,0,0,0,0,0,3,6,5,6
293,3906,1,5074,1,5084,2,5282,1,5322,1,0,0,0,0,3,6,5,6
294,2884,1,5074,1,5084,2,5282,1,0,0,0,0,0,0,3,6,5,6
295,3203,1,5084,3,5329,1,5079,1,5282,1,0,0,0,0,3,6,5,6
296,2478,1,5074,1,5094,1,5057,1,0,0,0,0,0,0,3,6,5,6
297,3692,1,5074,2,5084,1,5282,1,5066,1,0,0,0,0,3,6,5,6
298,3209,1,5074,2,5089,1,5066,1,0,0,0,0,0,0,3,6,5,6
299,3912,1,5074,2,5084,1,5282,1,5066,1,0,0,0,0,3,6,5,6
300,2889,1,5074,2,5089,1,5066,1,0,0,0,0,0,0,3,6,5,6
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6
302,5275,1,5291,1,0,0,0,0,0,0,0,0,0,0,5,1,-1,0
303,2631,1,5275,1,0,0,0,0,0,0,0,0,0,0,5,1,4,1
304,3740,1,5275,1,5324,1,0,0,0,0,0,0,0,0,5,1,4,1
305,3516,1,5275,1,5318,1,0,0,0,0,0,0,0,0,5,1,4,1
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
307,3741,1,5275,1,5324,1,0,0,0,0,0,0,0,0,5,1,4,1
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
309,3530,1,5275,2,5091,1,0,0,0,0,0,0,0,0,5,1,4,1
310,3761,1,5275,1,5318,1,5510,1,0,0,0,0,0,0,5,1,4,1
311,2653,1,5275,1,5318,1,5333,1,0,0,0,0,0,0,5,1,4,1
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
313,3762,1,5275,1,5056,1,5318,1,5510,1,0,0,0,0,5,1,4,1
314,4304,1,5275,1,5318,1,0,0,0,0,0,0,0,0,5,1,4,1
315,3310,1,5275,2,5324,2,0,0,0,0,0,0,0,0,5,1,4,1
316,3531,1,5275,2,5318,1,0,0,0,0,0,0,0,0,5,1,4,1
317,3766,1,5275,1,5324,1,5318,1,5510,1,0,0,0,0,5,1,4,1
318,3535,1,5275,1,5056,1,5333,1,0,0,0,0,0,0,5,1,4,1
319,3534,1,5275,2,5318,1,0,0,0,0,0,0,0,0,5,1,4,1
320,1682,1,5275,2,5056,1,5324,1,0,0,0,0,0,0,5,1,4,1
321,4092,1,5275,1,5503,1,5432,2,0,0,0,0,0,0,5,1,4,1
322,5276,1,5292,1,0,0,0,0,0,0,0,0,0,0,5,1,-1,0
323,3764,1,5275,1,5361,1,5318,1,0,0,0,0,0,0,5,1,4,1
324,2654,1,5275,1,5276,1,5091,1,0,0,0,0,0,0,5,1,4,1
325,3765,1,5275,2,5324,1,0,0,0,0,0,0,0,0,5,1,4,1
326,3768,1,5276,1,5324,1,5510,1,0,0,0,0,0,0,5,1,4,1
327,3536,1,5276,2,5318,1,0,0,0,0,0,0,0,0,5,1,4,1
